City,type,room_number,Area,Street,number_in_street,city_area,price,num_of_images,floor_out_of,hasElevator ,hasParking ,hasBars ,hasStorage ,condition ,hasAirCondition ,hasBalcony ,hasMamad ,handicapFriendly ,entranceDate ,furniture ,publishedDays ,description ,
נתניה,דירה,4,95,שפיגלמן ,4, קרית השרון ,2620000,0,קומה 4 מתוך 9,TRUE,FALSE,FALSE,FALSE,משופץ,TRUE,FALSE,TRUE,FALSE,לא צויין,לא צויין,None ,"דירה משופצת במיקום מעולה אחלה שכנים, מטבח מנגר פרטי. מקלחות ושרותים שופצו והוחלפו. דלתות פנדור לבנות. מרפסת 12 עידפות לפינוי מידי",
נתניה,דירה,5,125,שדרות לנטוס טום ,71, קרית השרון ,3500000,0,קומה 13 מתוך 16,TRUE,FALSE,FALSE,TRUE,משופץ,TRUE,FALSE,TRUE,TRUE,לא צויין,לא צויין,None ,"למכירה, דירה, קומה 13, בנתניה",
נתניה,דירה,4,121,מנור אהוד ,8, עיר ימים ,4500000,7,קומה 9 מתוך 21,TRUE,TRUE,FALSE,TRUE,משופץ,TRUE,TRUE,TRUE,TRUE,גמיש,לא צויין,None ,"דירה משגעת עם נוף ים על קו החוף בעיר ימים. במיקום מבוקש, דקות הליכה ממרכזי קניות, בילוי וחינוך ובצמוד ליציאה לכביש מספר 2.",
נתניה,דירה,4,100,בנימין ,, מרכז העיר דרום ,2230000,6,קומה 4 מתוך 6,TRUE,TRUE,FALSE,FALSE,משופץ,TRUE,FALSE,TRUE,TRUE,גמיש,לא צויין,None ,"למכירה בבלעדיות במרכז העיר, לב העיר התוסס במיקום מבוקש! שד' בנימין , דירת 4.5 חד' בקומה 4, בבניין שעבר חל""ת שופץ מבפנים ומבחוץ! 100 מ""ר, עם חניה בטאבו מקורה, מעלית (גם שבת), דירה מסודרת ושמורה במצב מעולה, עורפית ושקטה, מוארת עם כיווני אוויר מעולים !",
נתניה,דירה,5,140,נתניה ,1, נוף הטיילת ,4250000,0,קומה 14 מתוך 28,TRUE,FALSE,FALSE,TRUE,חדש,TRUE,FALSE,TRUE,FALSE,לא צויין,לא צויין,None ,"ללא תיווך ,ירדה מהתנהלות ופנוייה למגורים , בניין הצוק המבוקש , חדר כושר , חדר דיירים , מחסן , 2 חניות ,כל החדרים והמרפסת לכיוון היםאמנון ליפקין שחק 1 נתניה",
נתניה,דירה,3,55,גרינבוים ,37, נאות שקד ,1580000,4,קומה 2 מתוך 3,TRUE,FALSE,FALSE,FALSE,משופץ,TRUE,FALSE,FALSE,FALSE,גמיש,לא צויין,None ,"מעולה להשקעה! רק 15 דק' הליכה לים! שופצה לפני שנה כולל ריצוף ומטבח קומפלט. כרגע מושכרת. הבניין מאושר להתחדשות עירונית ע""י העירייה. כרגע בשלב בחירת נציגות דיירים",
נתניה,דירת גן,3,70,הברבור ,17, קרית רבין ,2150000,11,קומת קרקע,FALSE,FALSE,TRUE,FALSE,שמור,TRUE,TRUE,TRUE,FALSE,מיידי,לא צויין,None ,None ,
נתניה,דירה,3,100,מרכז העיר דרום ,,מרכז העיר דרום ,1890000,5,קומה 4 מתוך 3,TRUE,TRUE,FALSE,FALSE,שמור,TRUE,TRUE,FALSE,FALSE,מיידי,לא צויין,None ,"למכירה במרכז נתניה דירת 3.5 חדרים גדולה מרגיש כמו 4.5 חדרים לדירה יש חניה ומעלית ,אין ממד . מטבח גדול. פינת אוכל גדולה. סלון גדול עם מרפסת פנימית 16 מטר. לדירה 3 כיווני אויר מערב צפון מזרח. מרחק קצר לחוף הים.",
נתניה,דירה,5,145,חיטמן עוזי ,9, עיר ימים ,4800000,8,קומת קרקע,TRUE,FALSE,FALSE,TRUE,משופץ,TRUE,FALSE,TRUE,FALSE,גמיש,חלקי,None ,"מפרטי. בקומפלקס יחודי בעיר ימים, עם בריכת שחייה ענקית, שמירה 24/7, מדשאות רחבות ידיים, בריכות נוי, חדר כושר ומועדון דיירים. נוף נצחי לים ולשמורה! דירת 5 חדרים מפנקת ומתוכננת מדהים! סלון, מטבח ופינת אוכל במתחם גדול ופתוח, ארונות קיר ענקיים במסדרון לחובבי האכסון. חימום מים בגז ופיר אשפה, תודו לי אח""כ! במיקום הטוב ביותר בעיר ימים, שקט מאוד, הליכה מהפיאנו, גינות, קניון, גנים ובתי ספר. 2 חניות ומחסןקרא עוד",
נתניה,דירת גג,3,62,נחום ,29, רמת ידין ,1370000,0,קומה 3 מתוך 3,FALSE,TRUE,FALSE,FALSE,משופץ,TRUE,FALSE,FALSE,FALSE,לא צויין,לא צויין,None ,"דירה מתוקה 62 מ', קומה 3. 2 חדרי שינה סלון מרווח ומטבח. הבניין מיועד לפינוי בינוי",
פתח תקווה,בניין,,93,הרצל ,85, המרכז השקט,1950000,5,קומה 2 מתוך 4 ,TRUE,TRUE,FALSE,TRUE,חדש,TRUE,FALSE,TRUE,TRUE,מיידי,מלא,,"דירת מרווחת ומוארת במצב מצוין, מרפסת עם נוף נהדר, בשכונה שקטה ונוחה.",
פתח תקווה,דירה,3,75,הרב קלישר ,27, מחנה יהודה,2100000,1,קומה 2 מתוך 2,TRUE,FALSE,FALSE,TRUE,חדש,TRUE,TRUE,TRUE,TRUE,01/11/2023,מלא,,"דירת מרווחת ומוארת במצב מצוין, 3 חדרים גדולים, בשכונה שקטה ונוחה.",
פתח תקווה,דירה,4,108,,,המרכז השקט,2490000,0,קומה 3 מתוך 6,FALSE,FALSE,FALSE,FALSE,משופץ,FALSE,TRUE,TRUE,TRUE,מיידי,לא צויין,,"דירת מרווחת ומוארת במצב מצוין, 4 חדרים גדולים, מרפסת עם נוף נהדר, בשכונה שקטה ונוחה.",
פתח תקווה,דירה,2.5,49,פינס יחיאל מיכל ,29, המרכז השקט,1575000,0,קומה 3 תוך 19,FALSE,FALSE,FALSE,FALSE,משופץ,TRUE,FALSE,TRUE,FALSE,מיידי,לא צויין,,"דירת מרווחת ומוארת במצב מצוין, 2.5 חדרים גדולים, מרפסת עם נוף נהדר, בשכונה שקטה ונוחה.",
פתח תקווה,דירה,5,147,גיסין אבשלום ,23, נווה גן,3400000,5,קומה 6 מתוך 9,FALSE,FALSE,TRUE,FALSE,משופץ,TRUE,FALSE,FALSE,TRUE,גמיש,לא צויין,,"דירת מרווחת ומוארת במצב מצוין, 5 חדרים גדולים, מרפסת עם נוף נהדר, בשכונה שקטה ונוחה.",
פתח תקווה,דירה,6,150,מסקין ,46, כפר גנים ג,4347000,3,קומה 1 מתוך 7,FALSE,FALSE,TRUE,FALSE,משופץ,FALSE,TRUE,FALSE,TRUE,לא צויין,חלקי,,,
פתח תקווה,דירה,4,95,קיש ,, אחדות,2250000,6,קומה 7 מתוך 16,TRUE,FALSE,FALSE,TRUE,משופץ,FALSE,FALSE,FALSE,FALSE,לא צויין,לא צויין,,,
פתח תקווה,דירה,5,130,,,כפר גנים ג,3650000,0,קומה 1 מתוך 7,TRUE,TRUE,FALSE,TRUE,שמור,TRUE,TRUE,TRUE,FALSE,מיידי,לא צויין,,,
פתח תקווה,דירה,4,104,רום יעל ,13, אם המושבות החדשה,3150000,0,קומה 7 מתוך 16,FALSE,TRUE,FALSE,FALSE,משופץ,TRUE,TRUE,TRUE,FALSE,לא צויין,לא צויין,,,
פתח תקווה,דירה,4,100,,,נווה גן,2660000,0,קומה 1 מתוך 7,FALSE,FALSE,FALSE,FALSE,משופץ,FALSE,FALSE,FALSE,TRUE,01/12/2023,לא צויין,," מרפסת עם נוף נהדר, בשכונה שקטה ונוחה.",
פתח תקווה,דירה,4,120,גובר רבקה ,9, אם המושבות החדשה,3190000,0,קומה 7 מתוך 10,TRUE,FALSE,FALSE,TRUE,משופץ,FALSE,TRUE,FALSE,FALSE,מיידי,לא צויין,,"דירת מרווחת ומוארת במצב מצוין, 4 חדרים גדולים, מרפסת עם נוף נהדר, בשכונה שקטה ונוחה.",
פתח תקווה,דירה,4,100,שפירא הרמן צבי ,7, המרכז השקט,2450000,0,קומה 1 מתוך 7,TRUE,FALSE,FALSE,TRUE,משופץ,TRUE,TRUE,TRUE,FALSE,מיידי,לא צויין,,"דירת מרווחת ומוארת במצב מצוין, 4 חדרים גדולים, מרפסת עם נוף נהדר, בשכונה שקטה ונוחה.",
פתח תקווה,דירה,6,,טבצניק דוד ,, נווה גן,3390000,9,קומה 9 מתוך 16,FALSE,TRUE,TRUE,FALSE,משופץ,TRUE,FALSE,TRUE,FALSE,גמיש,חלקי,,"דירת מרווחת ומוארת במצב מצוין, 6 חדרים גדולים, מרפסת עם נוף נהדר",
פתח תקווה,דירה,3,78,זכרון יעקב ,46, אם המושבות הותיקה,2550000,3,קומה 1 מתוך 7,TRUE,FALSE,TRUE,FALSE,משופץ,TRUE,FALSE,TRUE,FALSE,לא צויין,לא צויין,,"דירת מרווחת ומוארת במצב מצוין, 3 חדרים גדולים, מרפסת עם נוף נהדר, בשכונה שקטה ונוחה.",
פתח תקווה,קוטג',8,270,ה באייר ,15, קרית אליעזר פרי,5700000,2,קומת קרקע,FALSE,TRUE,FALSE,FALSE,שמור,TRUE,TRUE,TRUE,FALSE,לא צויין,לא צויין,,"דירת מרווחת ומוארת במצב מצוין, 8 חדרים גדולים, מרפסת עם נוף נהדר, בשכונה שקטה ונוחה.",
פתח תקווה,דירה,4,90,הוז דב ,4, כפר גנים א,2200000,1,קומה 2 מתוך 2,FALSE,FALSE,TRUE,FALSE,משופץ,FALSE,TRUE,FALSE,FALSE,מיידי,לא צויין,,"דירת מרווחת ומוארת במצב מצוין, 4 חדרים גדולים, מרפסת עם נוף נהדר, בשכונה שקטה ונוחה.",
פתח תקווה,דירה,4,96,לבון פנחס ,, כפר גנים ב,2320000,8,קומה 4 מתוך 6,TRUE,TRUE,FALSE,TRUE,משופץ,FALSE,TRUE,FALSE,TRUE,01/06/2023,לא צויין,,"דירת מרווחת ומוארת במצב מצוין, 4 חדרים גדולים, מרפסת עם נוף נהדר, בשכונה שקטה ונוחה.",
פתח תקווה,דירה,6,140,,,נווה גן,3690000,7,קומה 3 תוך 19,TRUE,TRUE,TRUE,TRUE,משופץ,TRUE,TRUE,FALSE,TRUE,מיידי,לא צויין,,"דירת מרווחת ומוארת במצב מצוין, 6 חדרים גדולים, מרפסת עם נוף נהדר, בשכונה שקטה ונוחה.",
פתח תקווה,דירה,5,135,מבצע דקל ,13, נווה גן,3800000,3,קומה 7 מתוך 9,FALSE,FALSE,FALSE,FALSE,לא צויין,TRUE,FALSE,TRUE,FALSE,מיידי,לא צויין,,"דירת מרווחת ומוארת במצב מצוין, 5 חדרים גדולים, מרפסת עם נוף נהדר, בשכונה שקטה ונוחה.",
פתח תקווה,דירה,3.5,80,סמילנסקי ,15, המרכז השקט,2200000,9,קומה 1 מתוך 10,TRUE,TRUE,TRUE,TRUE,חדש,TRUE,TRUE,TRUE,FALSE,גמיש,לא צויין,,"דירת מרווחת ומוארת במצב מצוין, 3.5 חדרים גדולים, מרפסת עם נוף נהדר, בשכונה שקטה ונוחה.",
פתח תקווה,דירה,5,118,,,נווה גן,3130000,7,קומה 3 מתוך 10,TRUE,FALSE,FALSE,FALSE,חדש,TRUE,TRUE,FALSE,FALSE,לא צויין,לא צויין,,,
פתח תקווה,דירה,5,119,בן צבי יצחק ,, כפר גנים ב,2850000,5,קומה 2 מתוך 8,FALSE,FALSE,FALSE,TRUE,משופץ,FALSE,FALSE,FALSE,FALSE,לא צויין,לא צויין,,,
פתח תקווה,דירה,4,96,הזוהר ,26, מחנה יהודה,2270000,3,קומה 1 מתוך 7,TRUE,FALSE,TRUE,TRUE,משופץ,FALSE,FALSE,TRUE,TRUE,מיידי,חלקי,,,
פתח תקווה,דירה,4,118,אלוף רחבעם זאבי ,7, אם המושבות החדשה,3200000,1,קומה 7 מתוך 16,TRUE,FALSE,TRUE,TRUE,משופץ,TRUE,TRUE,TRUE,TRUE,01/01/2023,לא צויין,,"דירת מרווחת ומוארת במצב מצוין, 4 חדרים גדולים, מרפסת עם נוף נהדר, בשכונה שקטה ונוחה.",
באר שבע,דירה,5,148,עוזי נרקיס,8, רמות ב' ,1890000,4,קומה 3 מתוך 5,TRUE,TRUE,TRUE,FALSE,משופץ,TRUE,TRUE,TRUE,TRUE,גמיש,אין,,"מה זמן אתם כבר מחפשים דירת 5 חדרים למכירה ברמות?
אז מצאתם! והבונוס: ללא תיווך!
דירה יפיפיה, בנויה 8 שנים של אביסרור. מתחם מושלם, מושקע ומטופח. קרוב להכל! אבל שקט. ברחוב עוזי נרקיס.
> קומה 3
>148 מ""ר בארנונה
>חניה פרטית
> חימום מים בגז
>יחידת הורים עם שירוקלחת+חדר ארונות
>יחידת מתבגר עם שירוקלחת בכניסה לדירה.
>מחסן קטן למכונת הכביסה והמייבש בנפרד מהמקלחת המרכזית.! מקלחת מרכזית גדולה ומרווחת.
>נוף פתוח לכל באר שבע
> פינת אוכל מוגדרת
>2 דיירים בקומה ללא קירות משותפים!
פשוט תפור למשפחות שמחפשות דירה מרווחת בתכנון מושלם!
וכל זאת: ללא תיווך!",
באר שבע,דירה,2,52,אליהו הנביא,2, שכונה ד ,540000,10,קומת קרקע,TRUE,TRUE,TRUE,FALSE,משופץ,TRUE,FALSE,FALSE,TRUE,גמיש,חלקי,,"דירת מקסימה ומוארת בת 2 חדרים ,בארנונה 52.67 כולל שטח ציבורי . שיפוץ יסודי של הדירה כולל החלפת תשתיות צנרת וחשמל. הבנין והלובי עברו שיפוץ. בנין מתוחזק ונקי ,כולל מצלמות,במטרה לשמור על רמת החיים במבנה. דירה מושכרת לסטו 1900שח . לציבור הסטודנטים - 10 דק הליכה לאוניברסיטה (קיים מבנה -שלוחה של האוניברסיטה מול הבניין והאזור כולו בהתפתחות). חנייה בשפע באזור. אין בעיית טאבו! מתווך-אין חתימת בלעדיותקרא עוד",
באר שבע,דירה,2,54,רחבת חי ל,, שכונה ו ,650000,7,קומה 2 מתוך 4,FALSE,TRUE,TRUE,FALSE,חדש,TRUE,FALSE,FALSE,FALSE,לא צויין,לא צויין,,"רחבת החי״ל(ו׳ חדשה)
פצצה להשקעה/ מגורים!!
2 חדרים, 53 מ״ר, קומה 2/4.
דירה מקסימה ומוארת
מושכרת ב-2,400₪ לשנה
בקרבת מרכזי חנויות, גנים ופארקים. 
כניסה יפה ומסודרת.
במחיר מציאה ",
באר שבע,קוטג',6,182,שמחת כהן,, שכונה ו ,2750000,19,קומת קרקע,FALSE,TRUE,TRUE,TRUE,חדש,TRUE,TRUE,TRUE,TRUE,גמיש,לא צויין,,למהירי  החלטה נכס מדהים שלא יוצא כל  יום בקריה החרדית של באר שבע אזור מבוקש מאוד נכס מדהים 6  חד יחידת הורית ענקית בקומת  כניסה ממד חניה ומחסן מרפסת מחדר השינה סורגים  בכל הבית אופן ספייס מדהים לפרטים  נוספים  חפשו  אותנו רונן איסטחרוב יועץ נדלן ,
באר שבע,דירה,4,120,מרווה,14, שכונה ב ,1730000,10,קומה 4 מתוך 6,TRUE,TRUE,TRUE,FALSE,חדש,TRUE,TRUE,TRUE,TRUE,גמיש,לא צויין,,,
באר שבע,דירה,3,70,שיטרית,7, שכונה יא ,860000,5,קומה 2 מתוך 3,FALSE,TRUE,TRUE,FALSE,משופץ,TRUE,FALSE,FALSE,TRUE,גמיש,לא צויין,,"שלום רב, מדובר בדירה בקומה ראשונה . 3 חדרים . הדירה עברה את השיפוץ הבא לפני שנה : צביעה כוללת , החלפת צנרת בכל הבית, חדר אמבטיה חדש (מונגש לנכים ) הבניין הוא חלק מפרויקט שנבחר לעבור פינוי בינוי . כרגע נמצא בשלבים ראשונים ביותר של היזם למול נציגות הבניינים. בדירה יש שני מזגנים , מטבח ודלתות שלא הוחלפו הדירה לא מתיווך . הבניין מתוחזק ברמה גבוהה מאוד וישנה דלת אינטרקום ותיבות דואר חדשות",
באר שבע,דירה,6,85,שיטרית,, שכונה יא ,1950000,5,קומה 3 מתוך 3,FALSE,TRUE,TRUE,FALSE,לא צויין,TRUE,FALSE,FALSE,FALSE,מיידי,לא צויין,,"למכירה מגרש בשכונה היוקרתית ומבוקשת ביותר כלניות.שטח 451 מטר( בודד ולא דו) אם היתר בניה. שלמו מלוא האגרות, היטלים, פיתוח, אדריכל,ותוכניות.יעוד: הקמת בית מגורים חד משפחתי, דו קומתי הכולל יחידת תעסוקה, מרתף, בריכת שחיה וחניות מקורות.",
באר שבע,דירה,4,80,גוש עציון,, שכונה ג ,860000,8,קומה 1 מתוך 3,FALSE,TRUE,TRUE,FALSE,חדש,TRUE,FALSE,FALSE,FALSE,מיידי,מלא,,"דירת 4 חדרים 
בכל חדר שירותים ומקלחת פרטיים
משופצת מהיסוד הכל חדש! אינסטלציה חשמל ריצוף מטבח
מרוהטת קומפלט
מרחק של 12 דק הליכה לאוניברסיטה 
5 דק הליכה מרכבת צפון
דירה מהממת שעברה סטיילינג ועיצוב פנים 
פוטנציאל שכירות של 3600 לחודש
תשואה שנתית של מעל 5% 
עסקה מעולה למשקיעים שמחפשים שקט
",
באר שבע,בית פרטי,35,300,תל חי,8, שכונה א ,1250000,5,קומת קרקע,FALSE,TRUE,TRUE,TRUE,חדש,TRUE,TRUE,FALSE,FALSE,מיידי,אין,,"ללא תיווך (מתווכים נא לא להתקשר)
בית יפה בקרבה למכללה עם חצר גדולה.
הבית היה מושכר עד עכשיו לסטודנטים.
יש אפשרות לבניה נוספת לממד ולהגדלת הבית.
השקעה מצויינת !",
באר שבע,דירה,3,53,יוחנן הורקנוס,35, שכונה ד ,920000,5,קומת קרקע,FALSE,TRUE,TRUE,FALSE,חדש,TRUE,FALSE,FALSE,FALSE,גמיש,חלקי,,"למכירה 

ביוחנן הורקנוס - ללא דמי תיווך, שכונה ד׳, קומת קרקע, 3 חדרים בשטח 53 מר, סמוכה לאוניברסיטה במרחק הליכה במיקום מאד מבוקש לסטודנטים. 
הדירה מושכרת בתמורה ל-2,750 שח לחודש 
מדהימה ביופייה ומתוחזקת.",
באר שבע,דירה,4,122,האוזנר גדעון,, רמות ב' ,1500000,6,קומה 1 מתוך 6,TRUE,TRUE,TRUE,FALSE,חדש,TRUE,TRUE,TRUE,FALSE,לא צויין,לא צויין,,"דירת 4 חדרים בפרויקט מיוחד וחדיש של ""שבה""תכנון דירה ברמה הכי גבוהה, קומפלקס מושלם,מיקום מצוין, בקיצר אין דירות כאלהמרפסת לכיוון הפתוח..מחיר הזדמנות גמיש לקוראי המודעה",
באר שבע,דירה,4,85,יציאת אירופה,8, שכונה ה ,1050000,6,קומה 1 מתוך 3,FALSE,TRUE,TRUE,FALSE,משופץ,TRUE,FALSE,FALSE,FALSE,מיידי,מלא,,"5.1% תשואה שנתית בעיר באר-שבע:
למכירה דירה מחולקת ל-2 יחידות משופצות ומאובזרות קומפלט.
קומה 1 מתוך 3.
מושכר ב- 4,500ש""ח בנטו.
מיקום הדירה ברחוב יציאת אירופה שכונה ה'
גודל הדירה 85מ""ר ( בארנונה )
יחידה גדולה 45מ""ר
יחידה קטנה 40מ""ר
הנכס בייצוג בלעדי!
אלון בצלאל יועץ נדל""ן בחב' אפיקי הנגב",
באר שבע,דירה,3,76,צפת,44, שכונה ט ,1090000,12,קומה 5 מתוך 8,TRUE,TRUE,TRUE,FALSE,משופץ,TRUE,FALSE,FALSE,FALSE,מיידי,חלקי,,"ללא תיווך - מתווכים נבקשכם לא לפנות :)
דירה מקסימה במיקום מצויין, הדירה משופצת בסטנדרט גבוה, מטבח חדש, דלתות חדשות, שירותים מקלחת ומקלחון חדשים כולל צנרת וביוב חדשים. הדירה כוללת מקרר, תנור, כריים, מכונת כביסה, דוד חשמל, מזגן בכל חדר ומזגן בסלון.
הדירה בבניין נעים ומטופח עם מעלית, בסמוך לגרנד קניון, מוסדות חינוך, חנייה בשפע, מיקום מעולה!! הדירה מושכרת ב-3,150 שח עד ה-1.7.23",
הרצליה,דופלקס,5.5 חד׳,"160 מ""ר",פינס 5,, הרצליה הצעירה ,"₪4,400,000",9,קומה 3 מתוך 3,FALSE,TRUE,FALSE,TRUE,משופץ,TRUE,TRUE,FALSE,FALSE,גמיש,לא צויין,,"דירה מתוחזקת ומפנקת בבניין בוטיק של 3 דירות. הדירה כוללת 3 מרפסות אחת חזיתית לכיוון צפון, מקורה בגודל של כ 25 מ""ר, השנייה חזיתית פתוחה כ 18 מ""ר השלישית עם יציאה מהמטבח מכוסה ברשת צל, פונה לצפון ודרום כ 16 מ""ר. גג הבניין בגודל 54 מ""ר שייך לדופלקס ורשום בטאבו וקיימת יציאה אליו מהקומה השנייה בדירה. מטבח של חברת סמל כולל אי. הדירה בקרבת גני ילדים, בי""ס יסודי ממלכתי וקווי תחבורה ציבורית. פינוי גמיש ללא תיווך.",
